epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.06302,0.99134,2.64635,1.31564,0.57047,0.85,0.84618,0.63043,1.65005,1.07559,1.36952,0.000119,0.000119,0.000119
